Order_ID,Order_Date,Shipping_Date,Delivery_Date,Region,City,Warehouse,Supplier,Product_ID,Category,Order_Quantity,Unit_Price,Total_Sales,Inventory_Level,Reorder_Level,Shipping_Mode,Delivery_Status
ORD1750,2023-12-26,2023-12-29,2024-01-02,East,Bhubaneswar,WH-A,Supplier Gamma,P317,Home & Kitchen,2,103,206,20,20,Express,On Time
ORD1751,2023-04-14,2023-04-17,2023-04-20,East,Patna,WH-A,Supplier Alpha,P785,Electronics,16,196,3136,171,58,Same Day,On Time
ORD1752,2024-01-05,2024-01-07,2024-01-17,South,Chennai,WH-B,Supplier Omega,P493,Electronics,12,131,1572,332,55,Standard,Late
ORD1753,2024-09-08,2024-09-08,2024-09-09,South,Hyderabad,WH-A,Supplier Alpha,P659,Health,7,108,756,360,77,Express,On Time
ORD1754,2024-04-30,2024-05-01,2024-05-10,East,Patna,WH-E,Supplier Gamma,P998,Health,2,75,150,98,73,Express,Late
ORD1755,2024-10-06,2024-10-06,2024-10-13,East,Bhubaneswar,WH-A,Supplier Beta,P713,Home & Kitchen,14,278,3892,476,84,Same Day,On Time
ORD1756,2023-02-16,2023-02-16,2023-02-20,South,Chennai,WH-E,Supplier Alpha,P269,Sports,13,263,3419,350,88,Same Day,On Time
ORD1757,2024-02-04,2024-02-07,2024-02-17,West,Ahmedabad,WH-B,Supplier Omega,P813,Electronics,6,11,66,81,93,Same Day,Late
ORD1758,2024-12-25,2024-12-27,2025-01-01,West,Ahmedabad,WH-A,Supplier Beta,P329,Electronics,10,372,3720,137,90,Same Day,On Time
ORD1759,2023-02-10,2023-02-11,2023-02-16,South,Chennai,WH-B,Supplier Beta,P647,Electronics,9,457,4113,404,26,Standard,On Time
ORD1760,2024-09-11,2024-09-13,2024-09-19,East,Patna,WH-D,Supplier Omega,P401,Home & Kitchen,18,145,2610,369,37,Standard,On Time
ORD1761,2023-08-13,2023-08-15,2023-08-18,North,Chandigarh,WH-A,Supplier Delta,P769,Home & Kitchen,1,285,285,336,94,Same Day,On Time
ORD1762,2023-08-14,2023-08-16,2023-08-21,South,Chennai,WH-D,Supplier Gamma,P251,Sports,13,89,1157,228,49,Standard,On Time
ORD1763,2024-04-15,2024-04-16,2024-04-19,West,Mumbai,WH-C,Supplier Alpha,P417,Clothing,16,492,7872,373,43,Standard,On Time
ORD1764,2024-09-14,2024-09-15,2024-09-17,West,Ahmedabad,WH-A,Supplier Omega,P240,Electronics,14,135,1890,232,71,Same Day,On Time
ORD1765,2024-01-29,2024-01-29,2024-01-31,North,Chandigarh,WH-C,Supplier Beta,P742,Health,2,77,154,127,30,Standard,On Time
ORD1766,2024-07-09,2024-07-11,2024-07-13,North,Delhi,WH-B,Supplier Gamma,P439,Sports,16,398,6368,288,76,Standard,On Time
ORD1767,2024-07-10,2024-07-12,2024-07-21,South,Bangalore,WH-A,Supplier Omega,P956,Sports,2,62,124,278,57,Standard,Late
ORD1768,2023-01-25,2023-01-26,2023-02-02,North,Delhi,WH-D,Supplier Alpha,P603,Clothing,12,345,4140,146,48,Standard,On Time
ORD1769,2023-10-16,2023-10-18,2023-10-20,South,Bangalore,WH-A,Supplier Omega,P254,Clothing,4,194,776,472,30,Express,On Time
ORD1770,2023-07-05,2023-07-08,2023-07-11,East,Patna,WH-C,Supplier Alpha,P377,Sports,10,329,3290,418,56,Same Day,On Time
ORD1771,2024-12-29,2024-12-29,2024-12-30,East,Bhubaneswar,WH-C,Supplier Beta,P499,Sports,5,408,2040,335,38,Same Day,On Time
ORD1772,2023-04-26,2023-04-29,2023-05-04,West,Mumbai,WH-C,Supplier Gamma,P606,Sports,11,75,825,93,69,Express,On Time
ORD1773,2024-10-13,2024-10-15,2024-10-18,West,Ahmedabad,WH-D,Supplier Omega,P646,Sports,8,206,1648,214,90,Same Day,On Time
ORD1774,2023-03-27,2023-03-30,2023-04-08,South,Chennai,WH-C,Supplier Alpha,P308,Electronics,8,369,2952,44,50,Express,Late
ORD1775,2023-04-23,2023-04-23,2023-04-29,West,Mumbai,WH-E,Supplier Delta,P348,Clothing,5,160,800,235,38,Standard,On Time
ORD1776,2023-05-22,2023-05-22,2023-05-25,North,Lucknow,WH-C,Supplier Alpha,P818,Electronics,1,366,366,494,74,Same Day,On Time
ORD1777,2024-08-31,2024-09-01,2024-09-02,North,Chandigarh,WH-A,Supplier Omega,P951,Sports,5,50,250,125,29,Standard,On Time
ORD1778,2023-05-24,2023-05-26,2023-06-03,South,Chennai,WH-C,Supplier Alpha,P259,Electronics,11,237,2607,400,21,Same Day,Late
ORD1779,2023-06-27,2023-06-28,2023-06-29,North,Lucknow,WH-E,Supplier Gamma,P685,Health,14,358,5012,485,78,Express,On Time
ORD1780,2023-06-10,2023-06-12,2023-06-14,South,Chennai,WH-E,Supplier Alpha,P324,Sports,5,390,1950,108,71,Standard,On Time
ORD1781,2024-04-24,2024-04-27,2024-05-03,North,Lucknow,WH-A,Supplier Gamma,P762,Sports,13,433,5629,194,41,Standard,On Time
ORD1782,2023-04-17,2023-04-17,2023-04-23,East,Kolkata,WH-B,Supplier Omega,P209,Electronics,11,24,264,122,56,Standard,On Time
ORD1783,2023-07-12,2023-07-13,2023-07-14,North,Chandigarh,WH-E,Supplier Delta,P146,Electronics,3,301,903,289,25,Express,On Time
ORD1784,2023-01-09,2023-01-11,2023-01-16,North,Chandigarh,WH-C,Supplier Beta,P819,Electronics,17,109,1853,161,70,Express,On Time
ORD1785,2024-05-30,2024-05-30,2024-06-08,West,Ahmedabad,WH-D,Supplier Omega,P989,Electronics,5,22,110,300,68,Express,Late
ORD1786,2024-11-29,2024-12-02,2024-12-04,South,Bangalore,WH-B,Supplier Beta,P887,Clothing,3,497,1491,367,49,Same Day,On Time
ORD1787,2023-05-15,2023-05-17,2023-05-22,East,Bhubaneswar,WH-B,Supplier Beta,P725,Health,14,30,420,456,69,Standard,On Time
ORD1788,2024-10-04,2024-10-07,2024-10-09,South,Hyderabad,WH-E,Supplier Alpha,P610,Electronics,5,402,2010,445,59,Express,On Time
ORD1789,2023-10-30,2023-10-31,2023-11-02,East,Kolkata,WH-B,Supplier Delta,P364,Sports,12,190,2280,45,29,Express,On Time
ORD1790,2023-05-24,2023-05-24,2023-06-03,West,Ahmedabad,WH-D,Supplier Omega,P796,Clothing,12,449,5388,146,71,Express,Late
ORD1791,2024-10-01,2024-10-03,2024-10-09,East,Patna,WH-A,Supplier Omega,P759,Electronics,14,269,3766,230,53,Same Day,On Time
ORD1792,2024-07-28,2024-07-28,2024-07-31,South,Hyderabad,WH-D,Supplier Alpha,P328,Sports,10,202,2020,81,92,Express,On Time
ORD1793,2024-04-22,2024-04-25,2024-05-04,North,Chandigarh,WH-A,Supplier Delta,P886,Sports,15,65,975,43,43,Standard,Late
ORD1794,2023-03-08,2023-03-10,2023-03-16,West,Pune,WH-A,Supplier Gamma,P565,Electronics,16,118,1888,359,80,Same Day,On Time
ORD1795,2023-05-30,2023-05-31,2023-06-06,South,Chennai,WH-C,Supplier Delta,P584,Clothing,20,406,8120,194,27,Standard,On Time
ORD1796,2024-12-01,2024-12-04,2024-12-09,South,Bangalore,WH-C,Supplier Delta,P183,Home & Kitchen,6,52,312,72,28,Same Day,On Time
ORD1797,2024-06-21,2024-06-22,2024-06-27,West,Pune,WH-C,Supplier Gamma,P268,Clothing,2,57,114,458,74,Express,On Time
ORD1798,2024-05-01,2024-05-02,2024-05-09,West,Pune,WH-E,Supplier Omega,P303,Electronics,19,209,3971,421,21,Same Day,On Time
ORD1799,2024-11-11,2024-11-13,2024-11-14,South,Chennai,WH-C,Supplier Alpha,P911,Sports,15,488,7320,75,83,Express,On Time
ORD1800,2023-05-09,2023-05-12,2023-05-22,North,Chandigarh,WH-E,Supplier Beta,P715,Sports,7,391,2737,96,73,Standard,Late
ORD1801,2023-07-15,2023-07-15,2023-07-21,East,Kolkata,WH-E,Supplier Alpha,P816,Sports,1,164,164,459,59,Same Day,On Time
ORD1802,2024-02-25,2024-02-27,2024-03-04,West,Pune,WH-A,Supplier Beta,P569,Sports,14,277,3878,498,62,Express,On Time
ORD1803,2024-09-01,2024-09-02,2024-09-11,South,Hyderabad,WH-C,Supplier Omega,P977,Electronics,10,442,4420,337,75,Standard,Late
ORD1804,2024-10-27,2024-10-27,2024-11-06,North,Delhi,WH-E,Supplier Alpha,P748,Sports,4,264,1056,383,99,Same Day,Late
ORD1805,2023-10-24,2023-10-27,2023-10-31,North,Lucknow,WH-B,Supplier Delta,P227,Home & Kitchen,15,292,4380,195,34,Express,On Time
ORD1806,2024-12-21,2024-12-24,2024-12-25,West,Ahmedabad,WH-C,Supplier Gamma,P958,Sports,8,269,2152,145,54,Same Day,On Time
ORD1807,2024-02-29,2024-02-29,2024-03-01,South,Bangalore,WH-E,Supplier Gamma,P443,Clothing,12,440,5280,418,86,Same Day,Cancelled
ORD1808,2024-07-23,2024-07-26,2024-07-30,West,Mumbai,WH-D,Supplier Beta,P751,Sports,13,434,5642,26,93,Same Day,On Time
ORD1809,2023-11-22,2023-11-23,2023-11-30,South,Chennai,WH-E,Supplier Delta,P963,Home & Kitchen,5,268,1340,60,100,Same Day,On Time
ORD1810,2023-07-28,2023-07-28,2023-07-30,South,Chennai,WH-B,Supplier Alpha,P732,Health,1,331,331,394,95,Standard,Cancelled
ORD1811,2023-05-14,2023-05-17,2023-05-23,West,Mumbai,WH-B,Supplier Delta,P888,Home & Kitchen,8,162,1296,99,88,Same Day,On Time
ORD1812,2023-03-26,2023-03-27,2023-03-28,North,Chandigarh,WH-D,Supplier Omega,P225,Electronics,19,453,8607,52,34,Standard,On Time
ORD1813,2023-07-04,2023-07-04,2023-07-06,East,Bhubaneswar,WH-D,Supplier Alpha,P602,Electronics,12,477,5724,429,46,Express,On Time
ORD1814,2024-10-02,2024-10-02,2024-10-06,North,Chandigarh,WH-B,Supplier Beta,P405,Electronics,13,465,6045,160,77,Standard,On Time
ORD1815,2023-12-18,2023-12-20,2023-12-28,North,Delhi,WH-E,Supplier Gamma,P224,Clothing,20,289,5780,2,40,Same Day,Late
ORD1816,2023-01-24,2023-01-25,2023-01-29,North,Lucknow,WH-C,Supplier Beta,P325,Electronics,4,470,1880,111,23,Same Day,On Time
ORD1817,2023-10-08,2023-10-11,2023-10-15,South,Chennai,WH-D,Supplier Delta,P546,Health,12,372,4464,282,57,Express,On Time
ORD1818,2023-06-27,2023-06-28,2023-07-03,South,Chennai,WH-C,Supplier Beta,P913,Clothing,4,308,1232,406,95,Same Day,On Time
ORD1819,2024-04-01,2024-04-04,2024-04-14,West,Pune,WH-D,Supplier Delta,P304,Health,11,328,3608,55,97,Express,Late
ORD1820,2023-03-07,2023-03-10,2023-03-13,East,Patna,WH-C,Supplier Omega,P946,Health,17,139,2363,300,72,Express,On Time
ORD1821,2023-04-28,2023-04-29,2023-05-05,West,Mumbai,WH-B,Supplier Gamma,P480,Clothing,6,193,1158,125,29,Express,On Time
ORD1822,2023-11-23,2023-11-23,2023-11-29,North,Delhi,WH-E,Supplier Alpha,P494,Home & Kitchen,19,417,7923,164,49,Same Day,On Time
ORD1823,2023-08-11,2023-08-11,2023-08-20,South,Hyderabad,WH-E,Supplier Delta,P798,Sports,20,494,9880,452,29,Express,Late
ORD1824,2023-07-21,2023-07-21,2023-07-29,East,Kolkata,WH-D,Supplier Beta,P715,Home & Kitchen,9,225,2025,61,35,Same Day,Late
ORD1825,2024-08-13,2024-08-13,2024-08-18,West,Mumbai,WH-C,Supplier Beta,P961,Sports,19,12,228,466,79,Standard,Cancelled
ORD1826,2024-10-22,2024-10-22,2024-10-24,North,Chandigarh,WH-C,Supplier Gamma,P509,Electronics,14,380,5320,154,55,Same Day,On Time
ORD1827,2024-09-19,2024-09-19,2024-09-26,East,Bhubaneswar,WH-C,Supplier Omega,P205,Electronics,15,262,3930,434,35,Standard,On Time
ORD1828,2023-05-23,2023-05-23,2023-05-29,North,Delhi,WH-B,Supplier Gamma,P935,Health,14,125,1750,87,31,Standard,On Time
ORD1829,2023-02-14,2023-02-14,2023-02-15,North,Chandigarh,WH-D,Supplier Gamma,P815,Clothing,3,145,435,168,98,Standard,On Time
ORD1830,2023-05-10,2023-05-12,2023-05-15,West,Mumbai,WH-E,Supplier Omega,P346,Health,14,336,4704,228,35,Express,On Time
ORD1831,2023-11-26,2023-11-29,2023-12-03,West,Pune,WH-E,Supplier Beta,P775,Clothing,10,374,3740,42,65,Same Day,On Time
ORD1832,2024-05-21,2024-05-21,2024-05-25,North,Delhi,WH-B,Supplier Delta,P207,Home & Kitchen,7,249,1743,419,69,Standard,Cancelled
ORD1833,2024-12-26,2024-12-29,2025-01-01,East,Bhubaneswar,WH-C,Supplier Delta,P563,Health,4,478,1912,66,48,Same Day,On Time
ORD1834,2023-07-12,2023-07-12,2023-07-17,South,Chennai,WH-A,Supplier Beta,P572,Electronics,10,497,4970,445,93,Same Day,On Time
ORD1835,2023-01-17,2023-01-20,2023-01-23,North,Delhi,WH-C,Supplier Gamma,P221,Health,16,348,5568,271,77,Standard,On Time
ORD1836,2023-08-06,2023-08-07,2023-08-14,East,Bhubaneswar,WH-C,Supplier Gamma,P200,Electronics,17,180,3060,27,76,Same Day,On Time
ORD1837,2024-03-08,2024-03-09,2024-03-14,West,Ahmedabad,WH-E,Supplier Delta,P631,Sports,6,314,1884,141,87,Standard,On Time
ORD1838,2023-09-12,2023-09-12,2023-09-16,North,Lucknow,WH-A,Supplier Omega,P203,Home & Kitchen,2,304,608,136,50,Standard,On Time
ORD1839,2024-02-07,2024-02-07,2024-02-11,West,Pune,WH-B,Supplier Gamma,P752,Home & Kitchen,9,263,2367,105,41,Same Day,On Time
ORD1840,2023-01-04,2023-01-04,2023-01-07,East,Patna,WH-B,Supplier Beta,P422,Electronics,20,254,5080,378,59,Standard,On Time
ORD1841,2024-04-11,2024-04-12,2024-04-13,South,Chennai,WH-C,Supplier Alpha,P274,Electronics,14,181,2534,10,42,Same Day,On Time
ORD1842,2024-08-20,2024-08-20,2024-08-28,East,Bhubaneswar,WH-E,Supplier Gamma,P955,Clothing,16,66,1056,23,22,Same Day,Late
ORD1843,2023-04-07,2023-04-07,2023-04-12,South,Bangalore,WH-E,Supplier Gamma,P779,Sports,11,241,2651,251,64,Express,On Time
ORD1844,2023-01-14,2023-01-16,2023-01-21,East,Bhubaneswar,WH-D,Supplier Alpha,P376,Health,17,406,6902,339,96,Same Day,On Time
ORD1845,2024-02-25,2024-02-26,2024-02-29,North,Delhi,WH-C,Supplier Beta,P862,Electronics,1,135,135,295,75,Standard,On Time
ORD1846,2023-04-21,2023-04-23,2023-05-02,West,Ahmedabad,WH-B,Supplier Gamma,P795,Home & Kitchen,15,500,7500,448,87,Express,Late
ORD1847,2024-03-03,2024-03-05,2024-03-10,West,Ahmedabad,WH-E,Supplier Alpha,P543,Sports,19,276,5244,359,63,Same Day,On Time
ORD1848,2023-04-23,2023-04-23,2023-05-01,East,Bhubaneswar,WH-E,Supplier Gamma,P738,Health,5,248,1240,348,39,Same Day,Late
ORD1849,2024-05-13,2024-05-15,2024-05-17,South,Chennai,WH-C,Supplier Omega,P226,Electronics,1,242,242,20,47,Express,On Time
ORD1850,2024-03-16,2024-03-18,2024-03-19,East,Kolkata,WH-E,Supplier Omega,P258,Electronics,5,189,945,449,56,Same Day,On Time
ORD1851,2023-07-21,2023-07-24,2023-08-03,East,Kolkata,WH-C,Supplier Beta,P931,Sports,10,122,1220,16,80,Express,Late
ORD1852,2023-09-25,2023-09-27,2023-10-07,West,Mumbai,WH-E,Supplier Beta,P799,Clothing,19,233,4427,347,61,Express,Late
ORD1853,2024-07-21,2024-07-22,2024-07-27,South,Chennai,WH-D,Supplier Omega,P287,Sports,10,300,3000,474,100,Express,On Time
ORD1854,2024-06-23,2024-06-26,2024-07-02,North,Delhi,WH-D,Supplier Delta,P520,Sports,12,249,2988,181,74,Standard,On Time
ORD1855,2023-04-01,2023-04-02,2023-04-12,North,Chandigarh,WH-B,Supplier Omega,P656,Health,8,307,2456,262,67,Express,Late
ORD1856,2023-05-09,2023-05-12,2023-05-13,North,Chandigarh,WH-A,Supplier Alpha,P376,Electronics,17,245,4165,429,26,Express,On Time
ORD1857,2024-08-02,2024-08-05,2024-08-11,North,Chandigarh,WH-A,Supplier Beta,P628,Clothing,4,389,1556,299,85,Same Day,On Time
ORD1858,2023-08-17,2023-08-18,2023-08-23,West,Mumbai,WH-B,Supplier Alpha,P168,Electronics,1,422,422,248,99,Standard,On Time
ORD1859,2023-04-10,2023-04-11,2023-04-15,North,Lucknow,WH-D,Supplier Alpha,P224,Home & Kitchen,1,436,436,258,76,Express,On Time
ORD1860,2023-08-29,2023-08-31,2023-09-10,West,Mumbai,WH-A,Supplier Beta,P245,Clothing,20,73,1460,221,38,Standard,Late
ORD1861,2024-05-06,2024-05-08,2024-05-13,South,Chennai,WH-D,Supplier Delta,P814,Electronics,19,262,4978,188,55,Express,On Time
ORD1862,2023-06-01,2023-06-01,2023-06-06,West,Pune,WH-C,Supplier Alpha,P760,Health,19,209,3971,5,94,Express,On Time
ORD1863,2023-05-23,2023-05-26,2023-06-03,North,Chandigarh,WH-B,Supplier Gamma,P823,Health,6,193,1158,256,84,Express,Late
ORD1864,2024-11-02,2024-11-03,2024-11-09,North,Delhi,WH-C,Supplier Gamma,P503,Electronics,19,183,3477,235,37,Same Day,On Time
ORD1865,2024-04-28,2024-04-29,2024-05-09,West,Pune,WH-C,Supplier Beta,P814,Home & Kitchen,17,407,6919,337,87,Same Day,Late
ORD1866,2024-09-24,2024-09-27,2024-09-29,East,Patna,WH-D,Supplier Delta,P431,Clothing,6,128,768,49,33,Same Day,On Time
ORD1867,2023-06-28,2023-07-01,2023-07-08,South,Bangalore,WH-A,Supplier Alpha,P552,Home & Kitchen,2,323,646,128,34,Same Day,On Time
ORD1868,2023-11-25,2023-11-25,2023-12-03,North,Delhi,WH-C,Supplier Delta,P548,Home & Kitchen,19,294,5586,102,45,Standard,Late
ORD1869,2023-06-15,2023-06-18,2023-06-27,South,Hyderabad,WH-A,Supplier Beta,P134,Clothing,7,54,378,298,23,Standard,Late
ORD1870,2024-08-04,2024-08-04,2024-08-10,East,Bhubaneswar,WH-E,Supplier Delta,P612,Home & Kitchen,17,264,4488,97,46,Express,On Time
ORD1871,2024-03-25,2024-03-28,2024-04-04,South,Bangalore,WH-C,Supplier Alpha,P220,Sports,19,50,950,65,86,Standard,On Time
ORD1872,2024-07-07,2024-07-09,2024-07-10,North,Lucknow,WH-D,Supplier Gamma,P169,Clothing,10,482,4820,424,52,Express,On Time
ORD1873,2024-08-12,2024-08-13,2024-08-22,North,Lucknow,WH-A,Supplier Omega,P814,Electronics,17,169,2873,204,99,Same Day,Late
ORD1874,2024-10-30,2024-10-30,2024-10-31,West,Pune,WH-B,Supplier Beta,P660,Home & Kitchen,9,112,1008,171,27,Same Day,On Time
ORD1875,2024-05-20,2024-05-20,2024-05-30,North,Delhi,WH-E,Supplier Omega,P182,Health,2,187,374,36,73,Express,Late
ORD1876,2023-02-12,2023-02-12,2023-02-13,South,Chennai,WH-D,Supplier Gamma,P900,Clothing,8,342,2736,179,75,Standard,On Time
ORD1877,2023-07-20,2023-07-23,2023-07-24,North,Delhi,WH-B,Supplier Delta,P818,Sports,2,208,416,392,68,Same Day,On Time
ORD1878,2024-03-24,2024-03-24,2024-04-03,South,Bangalore,WH-D,Supplier Alpha,P343,Clothing,12,190,2280,99,63,Standard,Late
ORD1879,2024-02-27,2024-02-27,2024-02-28,North,Delhi,WH-A,Supplier Beta,P549,Clothing,8,426,3408,29,29,Express,On Time
ORD1880,2023-12-25,2023-12-26,2023-12-31,North,Chandigarh,WH-A,Supplier Alpha,P356,Health,13,255,3315,336,35,Standard,On Time
ORD1881,2024-01-01,2024-01-02,2024-01-10,West,Ahmedabad,WH-B,Supplier Omega,P373,Home & Kitchen,12,409,4908,282,57,Same Day,Late
ORD1882,2023-12-21,2023-12-24,2024-01-03,North,Delhi,WH-E,Supplier Beta,P412,Health,3,114,342,466,37,Standard,Late
ORD1883,2023-05-26,2023-05-26,2023-05-30,North,Chandigarh,WH-D,Supplier Alpha,P376,Home & Kitchen,15,497,7455,58,22,Same Day,On Time
ORD1884,2023-03-28,2023-03-28,2023-04-02,West,Pune,WH-D,Supplier Delta,P145,Clothing,13,263,3419,9,68,Standard,On Time
ORD1885,2024-11-06,2024-11-09,2024-11-18,West,Mumbai,WH-A,Supplier Omega,P872,Home & Kitchen,10,26,260,277,64,Express,Late
ORD1886,2023-12-16,2023-12-19,2023-12-26,South,Bangalore,WH-D,Supplier Gamma,P979,Health,2,423,846,55,90,Express,On Time
ORD1887,2024-08-04,2024-08-06,2024-08-09,West,Ahmedabad,WH-B,Supplier Alpha,P387,Home & Kitchen,15,391,5865,473,50,Standard,On Time
ORD1888,2023-10-30,2023-11-01,2023-11-11,South,Hyderabad,WH-C,Supplier Omega,P112,Electronics,20,150,3000,185,54,Express,Late
ORD1889,2023-07-03,2023-07-06,2023-07-14,East,Bhubaneswar,WH-D,Supplier Omega,P323,Sports,1,248,248,18,65,Standard,Cancelled
ORD1890,2024-09-16,2024-09-18,2024-09-20,North,Chandigarh,WH-C,Supplier Delta,P230,Clothing,9,402,3618,402,55,Same Day,On Time
ORD1891,2024-09-24,2024-09-24,2024-09-28,South,Bangalore,WH-D,Supplier Omega,P424,Electronics,2,104,208,350,84,Same Day,On Time
ORD1892,2023-09-23,2023-09-25,2023-09-26,South,Bangalore,WH-E,Supplier Beta,P458,Electronics,12,286,3432,367,25,Standard,On Time
ORD1893,2024-06-07,2024-06-07,2024-06-11,West,Mumbai,WH-A,Supplier Delta,P996,Home & Kitchen,19,200,3800,424,73,Standard,On Time
ORD1894,2024-09-13,2024-09-15,2024-09-21,North,Chandigarh,WH-E,Supplier Alpha,P264,Home & Kitchen,12,250,3000,482,57,Standard,On Time
ORD1895,2024-08-28,2024-08-28,2024-08-30,East,Kolkata,WH-E,Supplier Gamma,P320,Sports,11,271,2981,366,85,Same Day,On Time
ORD1896,2023-06-03,2023-06-06,2023-06-08,North,Lucknow,WH-E,Supplier Delta,P651,Electronics,8,299,2392,257,93,Same Day,On Time
ORD1897,2024-04-28,2024-05-01,2024-05-07,North,Lucknow,WH-C,Supplier Beta,P918,Home & Kitchen,19,160,3040,466,51,Standard,On Time
ORD1898,2023-04-29,2023-04-30,2023-05-08,West,Pune,WH-E,Supplier Omega,P178,Home & Kitchen,14,195,2730,40,65,Same Day,Late
ORD1899,2023-08-24,2023-08-27,2023-09-03,West,Ahmedabad,WH-D,Supplier Omega,P781,Clothing,5,483,2415,275,51,Same Day,On Time
ORD1900,2023-12-16,2023-12-18,2023-12-20,East,Bhubaneswar,WH-D,Supplier Beta,P284,Sports,14,268,3752,75,93,Standard,On Time
ORD1901,2024-03-04,2024-03-06,2024-03-15,South,Bangalore,WH-A,Supplier Delta,P124,Clothing,16,390,6240,51,36,Standard,Late
ORD1902,2024-06-26,2024-06-29,2024-07-06,South,Hyderabad,WH-C,Supplier Alpha,P444,Home & Kitchen,13,366,4758,285,50,Same Day,On Time
ORD1903,2023-02-16,2023-02-16,2023-02-22,North,Lucknow,WH-C,Supplier Delta,P816,Clothing,14,332,4648,230,75,Same Day,On Time
ORD1904,2024-08-26,2024-08-26,2024-08-29,South,Hyderabad,WH-D,Supplier Gamma,P549,Clothing,19,313,5947,189,78,Same Day,On Time
ORD1905,2023-08-26,2023-08-28,2023-09-05,East,Kolkata,WH-E,Supplier Omega,P964,Sports,19,275,5225,459,87,Express,Late
ORD1906,2023-11-23,2023-11-24,2023-11-27,East,Bhubaneswar,WH-E,Supplier Omega,P421,Electronics,7,230,1610,265,55,Express,On Time
ORD1907,2023-05-02,2023-05-04,2023-05-09,East,Kolkata,WH-C,Supplier Omega,P871,Electronics,8,463,3704,86,56,Standard,On Time
ORD1908,2023-04-09,2023-04-10,2023-04-19,East,Kolkata,WH-E,Supplier Omega,P918,Clothing,6,24,144,306,25,Standard,Late
ORD1909,2024-01-14,2024-01-15,2024-01-20,West,Mumbai,WH-E,Supplier Beta,P950,Sports,19,228,4332,374,76,Express,On Time
ORD1910,2024-12-24,2024-12-24,2025-01-01,North,Lucknow,WH-C,Supplier Alpha,P462,Electronics,16,144,2304,44,37,Same Day,Late
ORD1911,2023-03-18,2023-03-20,2023-03-23,South,Hyderabad,WH-A,Supplier Gamma,P139,Sports,9,242,2178,322,85,Standard,On Time
ORD1912,2024-07-25,2024-07-25,2024-07-26,East,Kolkata,WH-B,Supplier Gamma,P581,Clothing,19,202,3838,446,48,Express,On Time
ORD1913,2024-05-23,2024-05-25,2024-05-28,South,Hyderabad,WH-A,Supplier Delta,P168,Sports,3,496,1488,264,47,Same Day,On Time
ORD1914,2023-07-02,2023-07-02,2023-07-09,South,Hyderabad,WH-B,Supplier Gamma,P595,Health,20,204,4080,323,94,Same Day,On Time
ORD1915,2023-08-26,2023-08-28,2023-09-05,South,Chennai,WH-D,Supplier Gamma,P198,Clothing,13,316,4108,182,89,Standard,Late
ORD1916,2024-04-02,2024-04-04,2024-04-08,East,Bhubaneswar,WH-A,Supplier Gamma,P813,Sports,4,100,400,237,60,Same Day,On Time
ORD1917,2024-05-15,2024-05-18,2024-05-22,South,Chennai,WH-A,Supplier Omega,P890,Home & Kitchen,9,269,2421,110,72,Express,Cancelled
ORD1918,2024-02-05,2024-02-08,2024-02-15,East,Bhubaneswar,WH-C,Supplier Alpha,P415,Sports,2,147,294,248,48,Express,On Time
ORD1919,2023-06-20,2023-06-21,2023-06-23,South,Hyderabad,WH-E,Supplier Omega,P120,Electronics,20,322,6440,168,36,Express,On Time
ORD1920,2023-12-08,2023-12-10,2023-12-19,North,Lucknow,WH-E,Supplier Beta,P260,Health,2,275,550,107,66,Express,Late
ORD1921,2023-06-15,2023-06-17,2023-06-23,South,Chennai,WH-A,Supplier Alpha,P873,Health,18,385,6930,127,21,Standard,On Time
ORD1922,2023-02-13,2023-02-14,2023-02-19,West,Pune,WH-A,Supplier Gamma,P867,Electronics,8,333,2664,395,51,Express,On Time
ORD1923,2023-10-04,2023-10-04,2023-10-06,West,Mumbai,WH-E,Supplier Beta,P197,Health,14,20,280,7,89,Express,On Time
ORD1924,2023-11-16,2023-11-18,2023-11-25,South,Hyderabad,WH-B,Supplier Alpha,P370,Health,1,164,164,140,78,Express,On Time
ORD1925,2024-03-15,2024-03-15,2024-03-19,West,Pune,WH-E,Supplier Omega,P350,Sports,18,152,2736,247,56,Standard,On Time
ORD1926,2024-02-08,2024-02-10,2024-02-19,West,Ahmedabad,WH-D,Supplier Beta,P557,Home & Kitchen,15,124,1860,295,23,Express,Late
ORD1927,2023-11-15,2023-11-17,2023-11-20,North,Lucknow,WH-B,Supplier Delta,P707,Clothing,3,58,174,287,41,Standard,On Time
ORD1928,2024-09-23,2024-09-26,2024-10-05,South,Chennai,WH-D,Supplier Gamma,P521,Home & Kitchen,19,399,7581,119,27,Same Day,Late
ORD1929,2023-02-07,2023-02-09,2023-02-19,East,Kolkata,WH-E,Supplier Delta,P658,Sports,1,147,147,353,46,Express,Late
ORD1930,2024-04-17,2024-04-20,2024-04-29,South,Chennai,WH-A,Supplier Delta,P230,Electronics,3,481,1443,53,74,Standard,Late
ORD1931,2023-07-22,2023-07-25,2023-07-27,North,Delhi,WH-E,Supplier Delta,P243,Health,14,263,3682,87,100,Express,On Time
ORD1932,2023-10-31,2023-10-31,2023-11-07,West,Mumbai,WH-C,Supplier Omega,P765,Clothing,9,277,2493,165,98,Standard,On Time
ORD1933,2024-12-02,2024-12-03,2024-12-13,East,Patna,WH-D,Supplier Delta,P315,Home & Kitchen,12,275,3300,309,52,Same Day,Late
